"Bloque","Accuracy","Metodo"
1,0.974254742547426,"SVM_RBF"
2,0.97289972899729,"SVM_RBF"
3,0.9579945799458,"SVM_RBF"
4,0.971544715447154,"SVM_RBF"
5,0.967479674796748,"SVM_RBF"
6,0.97289972899729,"SVM_RBF"
7,0.978319783197832,"SVM_RBF"
8,0.962059620596206,"SVM_RBF"
9,0.971544715447154,"SVM_RBF"
10,0.968834688346883,"SVM_RBF"
11,0.982384823848238,"SVM_RBF"
12,0.981029810298103,"SVM_RBF"
13,0.974254742547426,"SVM_RBF"
14,0.985094850948509,"SVM_RBF"
15,0.9579945799458,"SVM_RBF"
16,0.968834688346883,"SVM_RBF"
17,0.968834688346883,"SVM_RBF"
18,0.953929539295393,"SVM_RBF"
19,0.981029810298103,"SVM_RBF"
20,0.967479674796748,"SVM_RBF"
21,0.976964769647697,"SVM_RBF"
22,0.964769647696477,"SVM_RBF"
23,0.971544715447154,"SVM_RBF"
24,0.97289972899729,"SVM_RBF"
25,0.975609756097561,"SVM_RBF"
26,0.963414634146341,"SVM_RBF"
27,0.97289972899729,"SVM_RBF"
28,0.956639566395664,"SVM_RBF"
29,0.970189701897019,"SVM_RBF"
30,0.96070460704607,"SVM_RBF"
31,0.97289972899729,"SVM_RBF"
32,0.976964769647697,"SVM_RBF"
33,0.981029810298103,"SVM_RBF"
1,0.976964769647697,"SVM_POLY2"
2,0.975609756097561,"SVM_POLY2"
3,0.966124661246612,"SVM_POLY2"
4,0.976964769647697,"SVM_POLY2"
5,0.97289972899729,"SVM_POLY2"
6,0.976964769647697,"SVM_POLY2"
7,0.985094850948509,"SVM_POLY2"
8,0.975609756097561,"SVM_POLY2"
9,0.978319783197832,"SVM_POLY2"
10,0.976964769647697,"SVM_POLY2"
11,0.97289972899729,"SVM_POLY2"
12,0.978319783197832,"SVM_POLY2"
13,0.985094850948509,"SVM_POLY2"
14,0.978319783197832,"SVM_POLY2"
15,0.962059620596206,"SVM_POLY2"
