"Bloque","Metodo","Accuracy","Macro_F1"
8,"SVM_POLY3",0.733333333333333,0.723321123321123
9,"SVM_POLY3",0.811111111111111,0.80644852659778
10,"SVM_POLY3",0.8,0.796594197380445
12,"SVM_POLY3",0.755555555555556,0.750768049155146
13,"SVM_POLY3",0.688888888888889,0.678990523886679
14,"SVM_POLY3",0.744444444444444,0.73787865605898
15,"SVM_POLY3",0.711111111111111,0.701058201058201
16,"SVM_POLY3",0.722222222222222,0.70995670995671
17,"SVM_POLY3",0.833333333333333,0.830113636363636
18,"SVM_POLY3",0.788888888888889,0.786029935851746
19,"SVM_POLY3",0.722222222222222,0.710931508465577
20,"SVM_POLY3",0.777777777777778,0.773157322050232
21,"SVM_POLY3",0.711111111111111,0.692891649413389
22,"SVM_POLY3",0.755555555555556,0.750269375817748
23,"SVM_POLY3",0.722222222222222,0.714632399874286
24,"SVM_POLY3",0.733333333333333,0.72192513368984
25,"SVM_POLY3",0.755555555555556,0.749739824236818
26,"SVM_POLY3",0.811111111111111,0.808560372739477
27,"SVM_POLY3",0.7,0.687815656565657
28,"SVM_POLY3",0.766666666666667,0.76207729468599
29,"SVM_POLY3",0.7,0.688683147838077
30,"SVM_POLY3",0.711111111111111,0.698939558094488
31,"SVM_POLY3",0.755555555555556,0.746219880987221
1,"LDA",0.455555555555556,0.448148148148148
2,"LDA",0.577777777777778,0.575892857142857
3,"LDA",0.5,0.480367159612443
4,"LDA",0.522222222222222,0.503267973856209
5,"LDA",0.466666666666667,0.451381722279555
6,"LDA",0.566666666666667,0.558994708994709
7,"LDA",0.5,0.48689715356382
8,"LDA",0.522222222222222,0.495773420479303
9,"LDA",0.566666666666667,0.561219591266724
10,"LDA",0.522222222222222,0.510518475339227
12,"LDA",0.511111111111111,0.510916553521544
13,"LDA",0.544444444444444,0.538471401319699
14,"LDA",0.544444444444444,0.546726190476191
15,"LDA",0.5,0.489470173432438
16,"LDA",0.533333333333333,0.501865659076061
17,"LDA",0.555555555555556,0.545015305700339
18,"LDA",0.466666666666667,0.46394098069811
19,"LDA",0.511111111111111,0.508612106730386
20,"LDA",0.511111111111111,0.504351597786013
21,"LDA",0.544444444444444,0.530701499758104
22,"LDA",0.455555555555556,0.457395192637741
23,"LDA",0.511111111111111,0.499788906982576
24,"LDA",0.533333333333333,0.525016171567896
25,"LDA",0.533333333333333,0.513961852223663
26,"LDA",0.533333333333333,0.528086385117021
27,"LDA",0.488888888888889,0.470185522240317
28,"LDA",0.477777777777778,0.475504285828727
29,"LDA",0.5,0.478367137190667
30,"LDA",0.488888888888889,0.482497935328124
31,"LDA",0.5,0.478623491766783
1,"QDA",0.788888888888889,0.785267772060225
2,"QDA",0.855555555555556,0.854457891609594
3,"QDA",0.8,0.793962989665946
4,"QDA",0.833333333333333,0.832958063608218
5,"QDA",0.8,0.797343453510436
6,"QDA",0.877777777777778,0.877212647704451
7,"QDA",0.822222222222222,0.82010582010582
8,"QDA",0.755555555555556,0.750863359042247
9,"QDA",0.8,0.794951623718747
10,"QDA",0.833333333333333,0.831765403847784
12,"QDA",0.766666666666667,0.76304607304846
13,"QDA",0.8,0.797343453510436
14,"QDA",0.822222222222222,0.820542558909225
15,"QDA",0.8,0.796594197380445
16,"QDA",0.788888888888889,0.788331726133076
17,"QDA",0.788888888888889,0.787330130187273
18,"QDA",0.811111111111111,0.807223175147703
19,"QDA",0.822222222222222,0.819288345109941
20,"QDA",0.722222222222222,0.711726182314418
21,"QDA",0.822222222222222,0.820542558909225
22,"QDA",0.777777777777778,0.776925262858767
23,"QDA",0.822222222222222,0.82198933213132
24,"QDA",0.822222222222222,0.82061337355455
25,"QDA",0.844444444444444,0.842885375494071
26,"QDA",0.8,0.797650625236832
27,"QDA",0.733333333333333,0.727878302950845
28,"QDA",0.8,0.798363541220684
29,"QDA",0.8,0.797188793136176
30,"QDA",0.8,0.799179292929293
31,"QDA",0.811111111111111,0.807223175147703
